1077656456	5027904559
1077656456	10376464573
1077656456	145055062555
1077656456	290539813359
1077656456	285876258126140
1502659266	115361895233933
1502659266	478375928843489
100000705420860	11526821724
100000705420860	19061333123
544413945750773	106447832755806
544413945750773	120435151326642
556638057861695	120435151326642
556638057861695	129308310432072
564263203762832	120435151326642
564690540386765	120435151326642
577308459127988	120435151326642
689617331204816	120435151326642
731733350312870	120435151326642
882293191827159	12534674842
882293191827159	25902406772
882293191827159	67520443643
882293191827159	112585963017
882293191827159	106447832755806
882293191827159	106917292698829
882293191827159	120435151326642
882293191827159	176063032413299
882293191827159	338233632988842
882293191827159	351338968253034
1098593720174132	106447832755806
1098593720174132	120435151326642
1102500169830478	106447832755806
1102500169830478	120435151326642
1110350839021392	12626353545
1110350839021392	106447832755806
1110350839021392	120435151326642
1110350839021392	176063032413299
1110350839021392	338233632988842
1147866551960506	167635259953475
1151689334920474	106447832755806
1151689334920474	120435151326642
1153157168107024	106447832755806
1153157168107024	120435151326642
1153174154771992	106447832755806
1153174154771992	120435151326642
1153207948101946	67520443643
1153207948101946	106447832755806
1153207948101946	120435151326642
1153548471401227	67520443643
1153548471401227	106447832755806
1153548471401227	120435151326642
1155122881243786	106447832755806
1155122881243786	120435151326642
1155656837857057	106447832755806
1155656837857057	120435151326642
1157088741047200	106447832755806
1157088741047200	120435151326642
1178194562269951	120435151326642
1178488965573844	120435151326642
1180576401995989	120435151326642
1197414730347934	120435151326642
1201513146604759	120435151326642
1216381931784547	120435151326642
1219472344808839	120435151326642
1224753614280712	120435151326642
1504032116290351	1437543113153711
1699050597078523	120435151326642
1701356720181244	120435151326642
1706530192997230	120435151326642
1786996371576331	120435151326642
1786996371576331	250506681634675
1791155121107050	120435151326642
1798546240421344	106447832755806
1798546240421344	120435151326642
1799579056984729	106447832755806
1799579056984729	120435151326642
1823916067884361	123853717671339
1833509176925050	120435151326642
10153191752647714	120435151326642
10153191752647714	411891885531368
10153214855357714	106447832755806
10153214855357714	120435151326642
10153214855357714	146505212039213
10153216704907714	106447832755806
10153216704907714	120435151326642
10153359888037714	7961985974
10153359888037714	205051538675
10153359888037714	106447832755806
10153359888037714	120435151326642
10153379183117714	205051538675
10153379183117714	106447832755806
10153379183117714	120435151326642
10153379183117714	146505212039213
10153415206027714	29756652821
10153415206027714	120435151326642
10153415206027714	151600248227631
10153459285372714	120435151326642
10153459285372714	124271334261942
10153545546242714	100285034878
10153545546242714	205051538675
10153545546242714	106447832755806
10153545546242714	120435151326642
10153545546242714	151600248227631
10153545546242714	290188687673346
10153618288247714	205051538675
10153618288247714	106447832755806
10153618288247714	120435151326642
10153684553352714	68793499001
10153684553352714	205051538675
10153684553352714	120435151326642
10153684553352714	145097112198751
10153684553352714	197176183651150
10153684553352714	540176322666035
10153708456342714	205051538675
10153708456342714	106447832755806
10153708456342714	120435151326642
10153708456342714	134611059993111
10153708770092714	205051538675
10153708770092714	106447832755806
10153708770092714	120435151326642
10153723122652714	205051538675
10153723122652714	120435151326642
10153781711322714	120435151326642
10153794338689365	6815841748
10153794338689365	18468761129
10153794338689365	120435151326642
10153794338689365	144743392291381
10153888737167714	120435151326642
10153892535012714	120435151326642
10207991699259301	119422474838814
10207991699259301	120435151326642
10207991699259301	445894028792406
10208495659978004	214208065504
10208495659978004	120435151326642
10208495659978004	465683626812716
10209184129735151	106447832755806
10209184129735151	403233213027100
10209406141899483	106447832755806
10209406141899483	120435151326642
10209406141899483	174792865946918
10209406418306393	120435151326642
10209406418306393	174792865946918
10210339500552866	106447832755806
10210339500552866	465683626812716
10210339593755196	106447832755806
10210339593755196	120435151326642
10210339593755196	727974550664624
10210340347054028	106447832755806
10210340347054028	120435151326642
10210353946674010	106447832755806
10210353946674010	120435151326642
10210362062716906	106447832755806
10210362062716906	114852185272190
10210362062716906	120435151326642
10210366456186740	106447832755806
10210366456186740	120435151326642
10210367217205765	106447832755806
10210367217205765	120435151326642
10210367217205765	465683626812716
10210515698917715	106447832755806
10210515698917715	120435151326642
10211002466006588	120435151326642
10211010604690050	120435151326642
10211076087007067	120435151326642


